ITEM,VENDOR,BRAND,VENDOR_CODE,UNIT_TYPE,SUBUNIT,SUBUNIT_SIZE,UNIT_PRICE,LAST_UPDATE,ACCOUNT,FLAG
WRAP TORTILLA FLOUR 12 INCH,SYSCO,LA BANDERITA,4049195,CASE,8.0,12 CT,25.07,2025-08-19,SNACK BAR,
,SYSCO,,4734775,,,,53.38,2025-07-25,SNACK BAR,Needs Review
,SYSCO,,4850223,,,,55.11,2025-07-18,SNACK BAR,Needs Review
ANCHOVY FILLET EASY OPEN TIN IN OLIVE OIL,SYSCO,ARREZZIO,4689212,CASE,1.0,13 OZ,$19.28 ,2025-08-22,,
APPETIZER CHEESE MACARONI WEDGES BATTERED,SYSCO,IMPERIAL,8270631,CASE,6.0,3 LB,$97.66 ,2025-08-01,,
APPETIZER PEPPER JALAPENO CREAM CHEESE BREADED,SYSCO,IMPERIAL,7107838,CASE,4.0,4 LB,$92.67 ,2025-08-11,,
APPETIZER PEPPER JALAPENO CREAM CHEESE OVENABLE,SYSCO,CLASSIC,7055239,CASE,6.0,2 LB,63.42,2025-09-26,KITCHEN,
APPETIZER TACO CHICKEN MINI,SYSCO,CASA SOLANA,2518785,CASE,4.0,4 LB,$86.52 ,2025-08-01,,
AVOCADO HASS FRESH CHUNK PULP,SYSCO,CASA SOLANA,8337503,CASE,8.0,2 LB,$88.55 ,2025-08-06,,
BEAN GREEN TRIMMED,SYSCO,IMPERIAL,1810910,CASE,2.0,5 LB,31.39,2025-09-12,KITCHEN,
BEAN REFRIED WITH LARD,SYSCO,STOKELY,2281709,CASE,6.0,#10,45.31,2025-09-19,KITCHEN,
BEANS BLACK WITH CORN FLAME ROASTED FIESTA,SYSCO,SIMPLOT ROASTWORKS,4273470,CASE,6.0,2.5 LB,$35.66 ,2025-08-12,,
BEEF BRISKET SMOKED WHOLE,SYSCO,CERTIFIED ANGUS BEEF,3575226,LB,2.0,6.5 LB,12.118,2025-09-17,KITCHEN,
BEEF CORNED SHAVED,SYSCO,GROBBEL,2432144,CASE,4.0,3 LB,$93.23 ,2025-08-19,,
BEEF FLANK 193,SYSCO,CERTIFIED ANGUS BEEF,8754319,LB,8.0,10 LB,$12.20 ,2025-08-01,,
BEEF PATTY CHUCK STEAKBURGER ROUND CAB,SYSCO,BUCKHEAD PRIDE,7201482,CASE,42.0,5.33 OZ,92.37,2025-09-23,KITCHEN,
BEEF ROAST TOP ROUND SLICED,SYSCO,BLOCK & BARREL,1962869,CASE,4.0,2.5 LB,$102.51 ,2025-08-19,,
"BEEF SIRLOIN TIPS 1"" X 1"" FROZEN",SYSCO,BUCKHEAD PRIDE,3051935,CASE,2.0, 5 LB ,$60.65 ,2025-08-22,,
BEEF TENDERLOIN CHAIN,SYSCO,BUTCHER'S BLOCK,9460106,LB,6.0,5 LB,29.936,2025-09-26,KITCHEN,
BLINTZ CHEESE CREPE 3 OZ,SYSCO,IMPERIAL,6996029,CASE,1.0,96 CT,118.35,2025-09-19,KITCHEN,
BRATWURST 4 PER # NATURAL CASING,SYSCO,CLASSIC,1044429,CASE,40.0,4 OZ,36.99,2025-09-23,KITCHEN,
BREAD BAGUETTE ARTISAN 23 INCH,SYSCO,BAKER'S SOURCE,7276163,CASE,18.0,14.1 OZ,$51.15 ,2025-08-20,,
BREAD NAAN TANDOORI TEARDROP,SYSCO,STONEFIRE,5960921,CASE,48.0,4.4 OZ,44.86,2025-09-29,KITCHEN,
BUN BRAT & SAUSAGE HINGED,SYSCO,BAKER'S SOURCE,7219684,CASE,8.0,8 CT,35.95,2025-09-23,KITCHEN,
BUN HAMBURGER CLASSIC 4.5,SYSCO,ACE BAKERY LTD,7267452,CASE,8.0,6 CT,29.27,2025-09-22,KITCHEN,
BUN HAMBURGER ROUND 4 2.1 OZ,SYSCO,BAKER'S SOURCE,7223074,CASE,10.0,12 CT,37.83,2025-09-23,KITCHEN,
BUN HMBRGR CLS SLIDER 3 INCH,SYSCO,ACE BAKERY LTD,7267449,CASE,6.0,30 CT,73.5,2025-09-26,KITCHEN,
BUN HOT DOG WHITE 6 HINGED,SYSCO,BAKER'S SOURCE,7223080,CASE,12.0,12 CT,$35.69 ,2025-08-15,,
BUN KAISER WHITE CORNDST 4.5 SLICED,SYSCO,BAKER'S SOURCE,7223085,CASE,6.0,12 CT,$33.61 ,2025-08-15,,
BUTTER CLARIFIED 4-5#,SYSCO,WHOLESOME FARMS,3029614,CASE,4.0,5 LB,$94.69 ,2025-08-22,,
CAKE FUNNEL FRIES,SYSCO,FUNNEL CAKE,6977005,CASE,1.0,600 CT,$53.47 ,2025-08-15,,
CALAMARI RINGS & TENTACLES DIPPED & DUSTED,SYSCO,TAMPA MAID,5304706,CASE,6.0,2 LB,129.85,2025-09-30,KITCHEN,
CANDY M&M'S PLAIN BULK,SYSCO,M&M,6080550,CASE,1.0,25 LB,105.94,2025-09-22,KITCHEN,
CAPERS NONPAREIL IMPORTED,SYSCO,IMPERIAL,5535679,CASE,12.0,16 OZ,$43.73 ,2025-08-12,,
CEREAL ASSORTED FAVORITE CUP PAK,SYSCO,KELLOGG'S,9234246,CASE,60.0,EA,$63.25 ,2025-08-04,,
CHEESE CHEDDAR MILD LOAF YELLOW,SYSCO,BLOCK & BARREL,2819098,CASE,2.0,5 LB,$36.22 ,2025-08-20,,
CHEESE CHEDDAR ORIGINAL SPREAD,SYSCO,WIN SCHULER,7186344,CASE,4.0,5 LB,$82.29 ,2025-08-13,,
CHEESE COTTAGE SMALL CURD 4%,SYSCO,WHOLESOME FARMS,5020896,CASE,2.0,5 LB,25.67,2025-09-22,KITCHEN,
CHEESE CREAM LOAF,SYSCO,WHOLESOME FARMS,1012566,CASE,10.0,3 LB,91.68,2025-09-22,KITCHEN,
CHEESE FETA PAIL,SYSCO,IMPERIAL,9768342,CASE,2.0,8 LB,50.87,2025-09-17,KITCHEN,
CHEESE GOUDA SMOKED,SYSCO,BLOCK & BARREL,2393049,LB,2.0,6 LB,4.88,2025-09-05,KITCHEN,
CHEESE HAVARTI WITH DILL,SYSCO,BLOCK & BARREL,2393023,LB,1.0,9 LB,$4.62 ,2025-08-01,,
CHEESE MONTEREY PEPPER JACK SLICED INTERLEAF,SYSCO,BLOCK & BARREL,3554553,CASE,8.0,1.5 LB,$43.54 ,2025-08-05,,
CHEESE MOZZARELLA LOW MOISTURE WHOLE MILK MOZZARELLA,SYSCO,SAPUTO FOODS LTD,350880,LB,8.0,6 LB,2.465,2025-07-11,,
CHEESE PROVOLONE NON-SMOKED SLICED .75 OUNCE,SYSCO,BLOCK & BARREL,3546386,CASE,8.0,1.5 LB,45.15,2025-09-12,KITCHEN,
CHICKEN 8PIECES BREADED HONEY STUNG PRE-COOKED,SYSCO,TYSON FOODS,4915561,CASE,1.0,15 LB,$46.87 ,2025-08-15,,
CHICKEN CVP WING WHOLE JUMBO HALAL,SYSCO,SANDERSON FARMS,7753862,CASE,1.0,40 LB,$92.80 ,2025-08-15,,
CHICKEN POPCORN ALL WHITE BREADED,SYSCO,BRAKEBUSH BROTHERS,3606712,CASE,2.0,5 LB,$38.07 ,2025-08-04,,
CHIP CORN SCOOP WALKING TACO,SYSCO,FRITOLAY,4940757,CASE,18.0,3.5 OZ,$28.33 ,2025-08-01,,
CHIP POTATO ORIGINAL KETTLE,SYSCO,BLOCK & BARREL,7221933,CASE,8.0,16 OZ,34.61,2025-09-19,KITCHEN,
CHIP TORTILLA TRI COLOR PREFRY,SYSCO,CASA SOLANA,9407057,CASE,6.0,2 LB,51.7,2025-09-26,KITCHEN,
COD ATLANTIC LOIN IQF 4 OUNCE ASIA,SYSCO,PORTICO,7036544,CASE,1.0,10 LB,111.34,2025-09-23,KITCHEN,
COD BATTERED BEER GUINNESS,SYSCO,HIGHLINER,2942728,CASE,1.0,10 LB,$84.11 ,2025-08-15,,
CORN DOG ALL MEAT 4 PER # HONEY BATTERED,SYSCO,CLASSIC,1111269,CASE,48.0,4 OZ,$45.03 ,2025-08-15,,
CORN STARCH,SYSCO,ARGO,4032991,CASE,24.0,1 LB,38.68,2025-09-30,KITCHEN,
CRACKER GOLDFISH WHOLE GRAIN,SYSCO,PEPPERIDGE FARM,6599405,CASE,300.0,0.75 OZ,$68.85 ,2025-08-05,,
CREAM SOUR PURE CUP GRADE A,SYSCO,WHOLESOME FARMS,5031836,CASE,100.0,1 OZ,$17.22 ,2025-08-01,,
CREAMER COFFEE CITAVO NON DAIRY ORIGINAL,SYSCO,CITAVO,7100285,CASE,384.0,9 ML,20.14,2025-09-30,KITCHEN,
DIP SPINACH ARTICHOKE,SYSCO,CLASSIC,4129340,CASE,4.0,5 LB,66.31,2025-09-26,KITCHEN,
DOUGH PASTRY PUFF SQUARE 5X5,SYSCO,BAKER'S SOURCE,7198010,CASE,120.0,2 OZ,$63.68 ,2025-08-13,,
DRESSING ASIAN SESAME,SYSCO,MARZETTI,3630324,CASE,4.0,1 GAL,$68.35 ,2025-08-11,,
DRESSING BALSAMIC VINAIGRETTE,SYSCO,KEN'S,7872328,CASE,4.0,1 GAL,58.1,2025-09-10,KITCHEN,
DRESSING CILANTRO VINAIGRETTE,SYSCO,IMPERIAL,9591264,CASE,2.0,1 GAL,31.92,2025-09-29,KITCHEN,
DRESSING GREEK FETA CHEESE,SYSCO,IMPERIAL,6475719,CASE,2.0,1 GAL,$57.33 ,2025-08-19,,
DRESSING HONEY MUSTARD DIJON,SYSCO,RELIANCE,8763898,CASE,4.0,1 GAL,75.88,2025-09-23,KITCHEN,
DUCK BREAST,SYSCO,MAPLE LEAF,7174697,LB,24.0,8 OZ,18.101,2025-09-23,KITCHEN,
GARLIC PEELED FRESH,SYSCO,IMPERIAL,1824537,CASE,1.0,5 LB,$43.60 ,2025-08-01,,
GRAPEFRUIT SECTION LT SYRUP,SYSCO,CLASSIC,2527836,CASE,1.0,8 LB,24.76,2025-09-09,KITCHEN,
HALIBUT FILLET SKIN-ON,SYSCO,PORTICO,2954772,LB,1.0,5 LB,21.116,2025-09-16,KITCHEN,
HAM PITT BONELESS FULLY COOKED,SYSCO,DEARBORN SAUSAGE,7401391,LB,3.0,15 LB,4.012,2025-09-10,KITCHEN,
HAM SMOKED SLICED .67 OUNCE,SYSCO,BLOCK & BARREL,1962976,CASE,4.0,2.5 LB,51.17,2025-09-26,KITCHEN,
HORSERADISH WHITE PREPARED,SYSCO,CLASSIC,9869108,CASE,6.0,32 OZ,$42.27 ,2025-08-22,,
ICE CREAM MOOSE TRACKS,SYSCO,HOUSE OF FLAVORS,2589018,CASE,1.0,3 GAL,$31.80 ,2025-08-08,,
ICE CREAM SORBETO RASPBERRY,SYSCO,HOUSE OF FLAVORS,7015506,CASE,1.0,3 GAL,$27.80 ,2025-08-12,,
ICE CREAM VANILLA BEAN,SYSCO,ASHBY'S,2727519,CASE,1.0,3 GAL,37.16,2025-09-12,BAKERY,
JUICE APPLE 100% ASEPTIC,SYSCO,CITAVO,6050116,CASE,12.0,46 OZ,$38.68 ,2025-08-22,,
JUICE GRAPEFRUIT 100% ASEPTIC,SYSCO,CITAVO,6050165,CASE,12.0,46 OZ,$53.32 ,2025-08-22,,
JUICE ORANGE,SYSCO,NATALIE'S,7302905,CASE,6.0,56 OZ,42.92,2025-09-05,KITCHEN,
JUICE PINEAPPLE 100% ASEPTIC,SYSCO,CITAVO,6050140,CASE,12.0,46 OZ,$45.28 ,2025-08-22,,
JUICE TOMATO,SYSCO,SACRAMENTO,393294,CASE,8.0,46 OZ,18.15,2025-09-30,KITCHEN,
KETCHUP FANCY,SYSCO,HOUSE RECIPE,5686266,CASE,6.0,#10,$46.67 ,2025-08-20,,
LOBSTER BODIES FROZEN,SYSCO,IMPERIAL,3011479,CASE,1.0,25 LB,$53.46 ,2025-08-20,,
MUSTARD FRENCH WHOLE GRAIN IN TIN,SYSCO,IMPERIAL,4064986,CASE,1.0,8.6 LB,$22.53 ,2025-08-20,,
MUSTARD YELLOW PREPARED,SYSCO,CLASSIC,4006797,CASE,1.0,1 GAL,$7.88 ,2025-08-20,,
NUT PISTACHIO RAW,SYSCO,CAPITOL,5529318,CASE,1.0,5 LB,$73.77 ,2025-08-13,,
OLIVES GREEN QUEEN PITTED 100/120 CT,SYSCO,IMPERIAL,7097100,CASE,1.0,1 GAL,43.57,2025-09-26,KITCHEN,
ONION RING TANGLERS FLOUR BREADED,SYSCO,MOORES,9474859,CASE,6.0,2 LB,$44.35 ,2025-08-15,,
PASTA PENNE RIGATE,SYSCO,BARILLA ITALIAN PASTA,7967946,CASE,2.0,10 LB,25,2025-09-30,KITCHEN,
PASTA RAVIOLI CHEESE SQUARE,SYSCO,ARREZZIO,7267052,CASE,3.0,3 LB,29.15,2025-09-30,KITCHEN,
PASTA SHELLS MEDIUM,SYSCO,PASTA LABELLA,4786943,CASE,2.0,10 LB,$26.31 ,2025-08-20,,
PATTY VEGETABLE BLACK BEAN SPICY,SYSCO,MORNINGSTAR FARMS,6196026,CASE,48.0,3.25 OZ,$69.49 ,2025-08-15,,
PECAN HALVES MEDIUM FANCY RAW,SYSCO,CLASSIC,7078389,CASE,1.0,5 LB,60.6,2025-09-26,KITCHEN,
PERCH FILLET YELLOW SPLIT MEDIUM,SYSCO,PORTICO,7154725,CASE,1.0,11 LB,$150.53 ,2025-08-08,,
PICKLE WHOLE KOSHER 60/65 CT,SYSCO,BLOCK & BARREL,5287194,CASE,1.0,5 GAL,32.07,2025-09-09,KITCHEN,
"POTATO FRY 3/8""",SYSCO,IMPERIAL,2032935,CASE,6.0,5 LB,$54.65 ,2025-08-05,,
POTATO FRY SKIN-ON WAFFLE,SYSCO,IMPERIAL,2000139,CASE,6.0,4.5 LB,$50.48 ,2025-08-04,,
POTATO HASH BROWN SIDE O BROWN 2.25 OZ,SYSCO,LAMB SUPREME,1257734,CASE,12.0,20 CT,83.51,2025-09-29,KITCHEN,
POTATO RED C-SIZE,SYSCO,IMPERIAL,8486896,CASE,1.0,50 LB,$34.61 ,2025-08-05,,
POTATO SLICED COOKED RUSSET SKINLESS,SYSCO,CLASSIC,3009697,CASE,2.0,10 LB,21.74,2025-09-30,KITCHEN,
PRETZEL TINY TWIST CLASSIC,SYSCO,ROLD GOLD,8083164,CASE,88.0,1 OZ,40.83,2025-09-26,KITCHEN,
RICE ARBORIO ITALIAN SUPERFINO,SYSCO,ARREZZIO,2145985,CASE,10.0,1 KG,65.44,2025-09-26,KITCHEN,
RICE JASMINE,SYSCO,JADE MOUNTAIN,9689688,CASE,1.0,25 LB,33.02,2025-09-19,KITCHEN,
SALMON FILLET BAY OF FUNDY,SYSCO,PORTICO,1039690,LB,1.0,10 LB,$8.50 ,2025-08-11,,
SALSA CHUNKY MILD AUTHENTIC,SYSCO,CASA SOLANA,7775693,CASE,4.0,135 OZ,$78.39 ,2025-08-19,,
SALSA JALAPENO FIRE ROASTED DICED,SYSCO,CASA SOLANA,7143211,CASE,6.0,#10,54.1,2025-09-19,KITCHEN,
SALT KOSHER FLAKE COARSE,SYSCO,CLASSIC,6040760,CASE,12.0,3 LB,55.57,2025-09-19,KITCHEN,
SANDWICH PEANUT BTR&STW WHEAT,SYSCO,UNCRUSTABLES,7250713,CASE,48.0,2.6 OZ,$44.38 ,2025-08-01,,
SAUCE CHILI SWEET THAI,SYSCO,MAE PLOY,1901992,CASE,12.0,32 OZ,$59.25 ,2025-08-08,,
SAUCE PEPPER CAYENNE RED HOT,SYSCO,FRANK'S REDHOT,4096418,CASE,24.0,5 OZ,$28.30 ,2025-08-05,,
SHALLOT FRESH,SYSCO,IMPERIAL,9582545,CASE,1.0,5 LB,$22.15 ,2025-08-01,,
"SHELL TACO YELLOW REGULAR 5""",SYSCO,MISSION FOODS,9887902,CASE,8.0,25 CT,21.17,2025-09-30,KITCHEN,
SHERBET RAINBOW,SYSCO,HOUSE OF FLAVORS,2588861,CASE,1.0,3 GAL,$20.88 ,2025-08-15,,
SHRIMP WHITE PEELED AND DEVEINED TAIL-OFF 51/60,SYSCO,PORTICO,7952526,CASE,4.0,2.5 LB,$53.47 ,2025-08-20,,
SHRIMP WHITE PEELED AND DEVEINED TAIL-ON 16/20,SYSCO,PORTICO,5107525,CASE,4.0,2.5 LB,69.23,2025-09-26,KITCHEN,
SNACK BAR RICE KRISPIES TREAT,SYSCO,KELLOGG'S,6092714,CASE,6.0,16 CT,$29.70 ,2025-08-01,,
SNACK FRUIT SCOOBY-DOO SHAPE,SYSCO,GENERAL MILLS,4673687,CASE,96.0,0.9 OZ,$34.22 ,2025-08-05,,
STEAK SIRLOIN TOP CENTER CUT 1/4 INCH CHOICE,SYSCO,BUCKHEAD PRIDE,6012613,LB,28.0,6 OZ,$8.58 ,2025-08-15,,
SUNFLOWER KERNEL OIL ROASTED SALTED,SYSCO,CLASSIC,4888293,CASE,1.0,5 LB,21.58,2025-09-26,KITCHEN,
TEA BAG ICED 1 OZ,SYSCO,LIPTON,4046264,CASE,4.0,24 CT,$30.13 ,2025-08-01,,
TEA HOT CHAMOMILE ROSE FILTER BAG US,SYSCO,TEAVANA,7068326,CASE,6.0,24 CT,$32.39 ,2025-08-04,,
TEA HOT EARL GREY FILTER BAG US,SYSCO,TEAVANA,7068321,CASE,6.0,24 CT,$32.39 ,2025-08-04,,
TEA HOT ENGLISH BREAKFAST FILTER BAG US,SYSCO,TEAVANA,7068336,CASE,6.0,24 CT,$32.39 ,2025-08-04,,
TEA HOT GREEN RADIANT FILTER BAG,SYSCO,TEAVANA,7068322,CASE,6.0,24 CT,$32.39 ,2025-08-04,,
TEA HOT MINT HARMONIC FILTER BAG,SYSCO,TEAVANA,7068348,CASE,6.0,24 CT,$32.39 ,2025-08-04,,
TOFU EXTRA FIRM CHINESE,SYSCO,HOUSE FOODS,5188131,CASE,12.0,12 OZ,19.1,2025-09-29,KITCHEN,
TOMATO DICED,SYSCO,FULL-RED,5031596,CASE,6.0,#10,$33.51 ,2025-08-01,,
TOMATO DICED 3/8 SALSA STYLE,SYSCO,CASA SOLANA,4978906,CASE,6.0,#10,$43.50 ,2025-08-01,,
TOMATO WHOLE PEELED SAN MARZANO,SYSCO,CARMELINA,9280371,CASE,6.0,91 OZ,$66.40 ,2025-08-20,,
TOPPING CARAMEL READY TO USE,SYSCO,CLASSIC,4821591,CASE,6.0,#5,$50.13 ,2025-08-22,,
TORTELLINI TRICOLOR CHEESE,SYSCO,PERFECT PASTA,7249796,CASE,2.0,5 LB,$36.42 ,2025-08-20,,
TORTILLA CORN WHITE FRYING 6 INCHES,SYSCO,CASA SOLANA,4219705,CASE,12.0,60 CT,$44.13 ,2025-08-08,,
TURKEY BREAST BONELESS RAW BAG 15%,SYSCO,PREMIUM,1782788,LB,2.0,9 LB,$4.50 ,2025-08-22,,
VINEGAR APPLE CIDER 50 GRAIN,SYSCO,CLASSIC,4069373,CASE,4.0,1 GAL,$37.22 ,2025-08-19,,
WALNUT HALVES AND PIECES,SYSCO,CAPITAL FOOD CO.,1438804,CASE,2.0,2.5 LB,$32.75 ,2025-08-01,,
WATER BOTTLED DRINKING,SYSCO,NIAGARA,9901029,CASE,40.0,16.9 OZ,$12.26 ,2025-08-04,,
WHITEFISH FILLET 10-12 OZ,SYSCO,IMPERIAL,1051339,CASE,1.0,10 LB,$81.06 ,2025-08-18,,
WRAP TORTILLA FLOUR 12 INCH,SYSCO,CLASSIC,2250581,CASE,6.0,12 CT,$20.92 ,2025-08-06,,
COFFEE BEAN DECAF DINER'S,VANEERDEN,PARAMOUNT,36691,CASE,2.0,5 LB,$110.22 ,2025-08-21,KITCHEN,
PICKLE CHIP SWEET HOTTIE,VANEERDEN,COOL CRISP,55417,CASE,2.0,1 GAL,$24.84 ,2025-08-21,KITCHEN,
CHICKEN BREAST BREADED PRECOOKED CRISPY,SYSCO,TYSON RED LABEL,8402170,CASE,46.0,3.5 OZ,33.67,2025-09-30,KITCHEN,
PASTA GEMELLI,SYSCO,BARILLA ITALIAN PASTA,8085888,CASE,2.0,10 LB,27.65,2025-09-30,KITCHEN,
SHRIMP PEELED&DEVEINED WHITE RAW 8/12 TAIL ON,SYSCO,PACKER,7190863,CASE,5.0,2 LB,103.47,2025-09-30,KITCHEN,
TURKEY BREAST BONELESS RAW FOIL 32%,SYSCO,CLASSIC,4347126,LB,2.0,9 LB,4.214,2025-09-30,KITCHEN,
EGG WHITE SUPER WHIPPED,SYSCO,WHOLESOME FARMS,1394618,CASE,6.0,5 LB,54.81,2025-09-30,KITCHEN,
"TORTILLA FLOUR PRESSED 6""",SYSCO,CASA SOLANA,2272575,CASE,24.0,12 CT,26.17,2025-09-30,KITCHEN,
ENTREE LASAGNA MEAT,SYSCO,STOUFFER,1013986,CASE,4.0,6 LB,101.23,2025-09-30,KITCHEN,
EGGPLANT CUTLET BREADED,SYSCO,BERNARDI,6451611,CASE,1.0,10 LB,48.45,2025-09-30,KITCHEN,
BREAD BAGUETTE CRUSTY PARBAKED,SYSCO,SIGNATURE FOODS,5860097,CASE,25.0,8.75 OZ,36.65,2025-09-30,KITCHEN,
PORK LOIN BONELESS CENTER-CUT STRAP-OFF,SYSCO,BUTCHER'S BLOCK,5812296,LB,2.0,8 LB,2.38,2025-09-29,KITCHEN,
COVER BUN PAN RACK HIGH DENSITY 52 X 80 15 MICRON,SYSCO,CLASSIC,5854377,CASE,1.0,50 CT,24.61,2025-09-29,KITCHEN,
CIDER APPLE FRESH MICHIGAN,SYSCO,MICHIGAN GROWN PRODUCE,6671925,CASE,4.0,1 GAL,30,2025-09-26,KITCHEN,
"CAKE SHEET CHOCOLATE DOUBLE 12""X16""",SYSCO,CLASSIC,8728240,CASE,4.0,74 OZ,64.88,2025-09-26,BAKERY,
MUSTARD BROWN SPICY,SYSCO,CLASSIC,4713802,EACH,1.0,1 GAL,8.07,2025-09-26,KITCHEN,
CAKE SHEET CARROT 12 INCHES X 16 INCHES,SYSCO,CLASSIC,8727881,CASE,4.0,96 OZ,81.33,2025-09-26,BAKERY,
DOUGH ROLL CINNAMON PETITE,SYSCO,RICH'S PRODUCTS CORP,1069749,CASE,240.0,1.25 OZ,43.53,2025-09-26,BAKERY,
CAKE LEMON ITALIAN CREAM 12 SLICES,SYSCO,DIANNE'S GOURMET DESSERTS,3204791,CASE,2.0,66 OZ,75.78,2025-09-26,BAKERY,
MIX MUFFIN CORN COMPLETE,SYSCO,BAKER'S SOURCE,5912282,CASE,6.0,5 LB,70.39,2025-09-26,BAKERY,
BRATWURST SMOKED BACON CHEDDAR,SYSCO,NUESKE'S,7013658,CASE,12.0,1 LB,74.25,2025-09-26,KITCHEN,
SAUSAGE KNACKWURST COOKED 4X1,SYSCO,SCHALLER & WEBBER,7030509,LB,4.0,3 LB,7.173,2025-09-26,KITCHEN,
SAUSAGE PORK GERMAN,SYSCO,PILLERS (MEAT),1669314,LB,2.0,2.5 LB,8.989,2025-09-26,KITCHEN,
BEEF PATTY 80/20 CHUCK STEAKBURGER WIDE CAB,SYSCO,BUCKHEAD PRIDE,7201497,CASE,80.0,8 OZ,92.48,2025-09-26,KITCHEN,
SNACK MIX ORIGINAL SNAK-ENS,SYSCO,GARDETTO'S,5660816,CASE,1.0,10 LB,36.17,2025-09-26,KITCHEN,
SAUSAGE LANDJAEGER NATURAL,SYSCO,NUESKE'S,1439492,CASE,12.0,6 OZ,104.28,2025-09-26,KITCHEN,
SHRIMP BREADED BUTTERFLIED CLEANED WITH TAIL 21-25 PER # ASIA,SYSCO,PORTICO,5670290,CASE,4.0,3 LB,68.69,2025-09-26,KITCHEN,
DUMPLING SPAETZLE PRECOOKED FROZEN,SYSCO,T. MARZETTI,1541176,CASE,4.0,3 LB,29.69,2025-09-26,KITCHEN,
ROLL DINNER WHOLE WHEAT BAKED 1.5 OZ,SYSCO,ROTELLA,1429737,CASE,8.0,12 CT,31.14,2025-09-26,KITCHEN,
PIEROGI POTATO CHEESE,SYSCO,TURRIS ITALIAN FOODS,268736,CASE,2.0,6 LB,45.42,2025-09-26,KITCHEN,
PASTA GNOCHHI POTATO,SYSCO,PERFECT PASTA,7253510,CASE,2.0,5 LB,36.13,2025-09-26,KITCHEN,
PASTA GNOCCHI CHEESE,SYSCO,ARREZZIO,7265421,CASE,2.0,5 LB,38.33,2025-09-26,KITCHEN,
SAUERKRAUT SHREDDED FANCY,SYSCO,IMPERIAL,4189171,CASE,6.0,#10,50.91,2025-09-24,KITCHEN,
RICE BROWN PARBOILED WHOLE GRAIN QUICK COOK,SYSCO,IMPERIAL,3939380,CASE,1.0,25 LB,19.48,2025-09-24,KITCHEN,
PASTA TORTELLONI 4 CHEESE GLUTEN FREE,SYSCO,ARREZZIO,7188875,CASE,1.0,10 LB,63.91,2025-09-24,KITCHEN,
BEEF ROUND INSIDE TOP SPLIT & TIED CHOICE 1,SYSCO,BUTCHER'S BLOCK,1111913,LB,2.0,10 LB,6.22,2025-09-24,KITCHEN,
DOUGH PUFF PASTRY SLAB 10X15,SYSCO,BAKER'S SOURCE,7198009,CASE,20.0,12 OZ,64.25,2025-09-24,BAKERY,
DESSERT BAR LEMON,SYSCO,IMPERIAL,4689394,CASE,3.0,102 OZ,88.69,2025-09-24,BAKERY,
"CAKE COFFEE ASSORTMENT 10""",SYSCO,CLASSIC,4423950,CASE,4.0,54 OZ,96.88,2025-09-24,BAKERY,
VINEGAR BALSAMIC ITALY,SYSCO,ARREZZIO,5889654,CASE,2.0,5 LTR,41.85,2025-09-23,KITCHEN,
MEATBALL BEEF COOKED .5 OZ,SYSCO,FONTANINI,6661948,CASE,2.0,5 LB,60.9,2025-09-23,KITCHEN,
APPLESAUCE IN JUICE UNSWEETENED CUP,SYSCO,CLASSIC,1484106,CASE,72.0,4 OZ,36.7,2025-09-22,KITCHEN,
EGG YOLK LIQUID FRESH,SYSCO,PAPETTI'S,1777309,CASE,15.0,2 LB,63.31,2025-09-22,KITCHEN,
SALMON ATLANTIC SMOKED SLICED FILLET USA,SYSCO,PORTICO,3352820,LB,2.0,2.5 LB,13.685,2025-09-19,KITCHEN,
CAKE CHOCOLATE TORTE FLOURLESS,SYSCO,SWEET STREET,865275,CASE,2.0,"10""",65.34,2025-09-19,BAKERY,
BREAD MARBLE RYE DETROIT 5/8 INCH SLICED,SYSCO,MICHIGAN BREAD,4622330,CASE,4.0,48 OZ,30.78,2025-09-19,BAKERY,
"PIE SHELL UNBAKED 9""",SYSCO,WICK'S,1181627,CASE,18.0,9 IN,29.2,2025-09-19,BAKERY,
DOUGH COOKIE CHOCOLATE CHUNK,SYSCO,DAVID'S COOKIES,2572436,CASE,213.0,1.5 OZ,72.91,2025-09-19,BAKERY,
VINEGAR RED WINE 50 GRAIN,SYSCO,CLASSIC,4113056,CASE,4.0,1 GAL,40.57,2025-09-19,KITCHEN,
PEPPER PIQUANTE SWEET WHOLE MILD,SYSCO,PEPPADEW,304259,CASE,2.0,105 OZ,50.95,2025-09-19,KITCHEN,
SUGAR EXTRA FINE GRANULAR PACKET,SYSCO,CLASSIC,4000899,CASE,2000.0,.1 OZ,17.15,2025-09-17,KITCHEN,
DOUGH ROLL CINNAMON TWIRL,SYSCO,PILLSBURY BAKERIES,9233107,CASE,100.0,5 OZ,74.44,2025-09-17,BAKERY,
CHEESECAKE RASPBERRY WHITE CHOCOLATE,SYSCO,SWEET STREET,5174230,CASE,2.0,87 OZ,86.49,2025-09-17,BAKERY,
BREAD TEXAS TOAST WHITE SLICED,SYSCO,BAKER'S SOURCE,2452211,CASE,10.0,24 OZ,35.06,2025-09-15,KITCHEN,
SHALLOT PEELED FRESH,SYSCO,IMPERIAL,1821529,EACH,1.0,5 LB,33.76,2025-09-15,KITCHEN,
MEATBALL BEEF ITALIAN STYLE .5 OZ,SYSCO,ARREZZIO,7836562,CASE,2.0,5 LB,56.76,2025-09-15,KITCHEN,
